x;y;z;Zone;batiment;Paramètres;prof moy;prof;prof h;prof b;lithologie;indices organo;PID;REMSCA N;Arsenic (As);Cadmium (Cd);Chrome (Cr);Cuivre (cu);Mercure (Hg);Nickel (Ni);Plomb (Pb);Zinc (Zn);HYDROCARBURES AROMATIQUES POLYCYCLIQUES (HAP);Naphtalène;Acénaphtylène;Acénaphtène;Fluorène;Phénanthrène;Anthracène;Fluoranthène;Pyrène;Benzo(a)anthracène;Chrysène;Benzo(b)fluoranthène;Benzo(k)fluoranthène;Benzo(a)pyrène;Dibenzo(a.h)anthracène;Benzo(g.h.i)pérylène;Indéno(1.2.3-cd)pyrène;HAP (6 Borneff) - somme;Somme HAP (VROM);HAP (EPA) - somme;COMPOSES AROMATIQUES VOLATILS (CAV - BTEX);Benzène;Toluène;Ethylbenzène;m,p-Xylène;o-Xylène;Naphtalène;Somme Xylènes;BTEX total;COMPOSES ORGANO HALOGENES VOLATILS (COHV);Chlorure de Vinyle;Dichlorométhane;Trichlorométhane;Tétrachlorométhane;Trichloroéthylène;Tétrachloroéthylène;1.1.1-Trichloroéthane;1.1.2-Trichloroéthane;1.1-Dichloroéthane;1.2-Dichloroéthane;1.1-Dichloroéthylène;cis-1.2-Dichloroéthène;Trans-1.2-Dichloroéthylène;Somme cis/trans-1.2-Dichloroéthylènes;Hexachloroéthane;1.1.1.2-Tetrachloroéthane;1.1.2.2-Tetrachloréthane;Chloroéthane;Chlorométhane;Pentachloroethane;Somme COHV;HYDROCARBURES TOTAUX (HCT);Fraction aliphatique C5-C6;Fraction aliphatique C6-C8;Fraction aliphatique C8-C10;Fraction aromatique C6-C8;Fraction aromatique C8-C10;Fraction >C6-C8;Fraction C8-C10;Fraction C5-C10;Hydrocarbures totaux C10-C40;Fraction C10-C12;Fraction C12-C16;Fraction C16-C20;Fraction C20-C24;Fraction C24-C28;Fraction C28-C32;Fraction C32-C36;Hydrocarbures > C21-C35;Fraction C36-C40;ETBE/MTBE;ETBE;MTBE;POLYCHLOROBIPHENYLES (PCB);Somme 6 PCB;Somme 7 PCB (Ballschmiter);PCB (28);PCB (52);PCB (101);PCB (118);PCB (138);PCB (153);PCB (180);Source;reference plan;Nom sondage;profondeur de ;profondeur a ;Somme des C5;Somme des C6;Somme des C7;Somme des C8;Somme des C9;Somme des C10;Cumène;m-. p- Ethyltoluène ;Mésitylène;o-Ethyltoluène;Pseudocumène;Somme des CAV;Aluminum;Acétate d'éthyle;Acétate d'isopropyle;Acétone;Méthyléthylcétone;MIBK;Tétrahydrofurane (THF);1.4-Dioxane;Diéthyléther;Diisopropyléther (DIPE);Diéthoxyméthane;Cyclohexanone;Méthanol;Éthanol;Butanol-1;Butanol-2;Somme des indices aliphatiques et aromatiques;Indice aliphatique >nC10-nC12 ;Indice aliphatique >nC12-nC14 ;Indice aliphatique >nC14-nC16 ;Indice aliphatique >nC16-nC21 ;Indice aliphatique >nC21-nC35 ;Indice aliphatique >nC35-nC40 ;Somme des indices aliphatiques ;Indice aromatique >nC10-nC12 ;Indice aromatique >nC12-nC14 ;Indice aromatique >nC14-nC16 ;Indice aromatique >nC16-nC21 ;Indice aromatique >nC21-nC35 ;Indice aromatique >nC35-nC40 ;Somme des indices aromatiques
1642658.83156243;8174932.04668547;;Station service;B21;B21-T13;1.5;;1;2;;;;;na;na;na;na;na;na;na;na;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;na;na;na;na;na;na;na;;na;;na;na;na;;;;;;;;na;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T13;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642658.83156243;8174932.04668547;;Station service;B21;B21-T13;0.525;;0.05;1;;;;;na;na;na;na;na;na;na;na;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;na;na;na;na;na;na;na;;na;;na;na;na;;;;;;;;na;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T13;0.05;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642658.83156243;8174932.04668547;;Station service;B21;B21-T13;2.5;;2;3;;;;;na;na;na;na;na;na;na;na;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;na;na;na;na;na;na;na;;na;;na;na;na;;;;;;;;na;;;;;;;;;<10.0;91;<20;28;27;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T13;2;3;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642682.20674896;8174932.56508679;;Station service;B21;B21-T16;0.525;;0.05;1;;;;;na;na;na;na;na;na;na;na;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;na;na;na;na;na;na;na;;na;;na;na;na;;;;;;;;na;;;;;;;;;<10.0;130;<20;36;43;;;;;37;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T16;0.05;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642682.20674896;8174932.56508679;;Station service;B21;B21-T16;2.5;;2;3;;;;;na;na;na;na;na;na;na;na;;1.7;<0.07;<0.4;0.9;1.3;<0.13;<0.05;0.22;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;4.1;;<0,1;<0,1;0,77;1,2;<0,1;;;1.97;;na;na;na;na;na;na;na;;na;;na;na;na;;;;;;;;na;;;;;;;;;91.4;4200;490;1500;1500;;;;;510;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T16;2;3;<1.5;<1.5;<1.5;7.72;19.3;64.4;0.9;2.2;1.5;1;5.3;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642682.20674896;8174932.56508679;;Station service;B21;B21-T16;4.25;;4;4.5;;;;;na;na;na;na;na;na;na;na;;0.22;<0.05;<0.15;0.29;0.54;<0.09;<0.05;0.09;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;1.1;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;na;na;na;na;na;na;na;;na;;na;na;na;;;;;;;;na;;;;;;;;;<10.0;900;84;330;360;;;;;120;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T16;4;4.5;<1.5;<1.5;<1.5;<1.5;3.5;5.84;<0.1;0.23;<0.1;<0.1;0.35;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642689.46436736;8174931.62253894;;Station service;B21;B21-T17;3.5;;3;4;;;;;na;na;na;na;na;na;na;na;;<0.09;<0.09;<0.56;0.75;2.1;<0.52;4.6;3.9;3;2.5;4.5;1.6;3.4;<0.57;2.2;2.4;;;30.9;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;na;na;na;na;na;na;na;;na;;na;na;na;;;;;;;;na;;;;;;;;;16.2;3500;320;1200;1500;;;;;560;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T17;3;4;<1.5;<1.5;<1.5;<1.5;3.74;12.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642684.28035422;8174945.10097311;;Station service;B21;B21-T18;3.25;;3;3.5;;;;;na;na;na;na;na;na;na;na;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;0.09;0.08;<0.05;<0.05;0.09;<0.05;0.06;<0.05;<0.05;<0.05;;;0.31;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;na;na;na;na;na;na;na;;na;;na;na;na;;;;;;;;na;;;;;;;;;<10.0;110;<20;35;46;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T18;3;3.5;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642691.6322274;8174947.17457837;;Station service;B21;B21-T19;4.5;;4;5;;;;;na;na;na;na;na;na;na;na;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;na;na;na;na;na;na;na;;na;;na;na;na;;;;;;;;na;;;;;;;;;<10.0;66;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T19;4;5;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642686.72184528;8174917.27571032;;Station service;B21;B21-T24;0.6;;0.2;1;;;;;na;na;na;na;na;na;na;na;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;0.07;<0.05;<0.05;<0.05;<0.05;<0.05;;;0.07;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;na;na;na;na;na;na;na;;na;;na;na;na;;;;;;;;na;;;;;;;;;<10.0;66;<20;<20;<20;;;;;52;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T24;0.2;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642629.80108883;8174956.50580203;;Station service;B21;B21-T27;0.575;;0.15;1;;;;;13;<0.5;32;12;<0.1;11;16;23;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.3;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T27;0.15;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642629.80108883;8174956.50580203;;Station service;B21;B21-T27;1.5;;1;2;;;;;12;<0.5;32;5;<0.1;8;13;7;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.3;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T27;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642650.77277836;8174948.87116449;;Station service;B21;B21-T28;1.25;;1;1.5;;;;;3;<0.5;11;4;<0.1;7;<10;12;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.3;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T28;1;1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642651.38543446;8174967.81637616;;Station service;B21;B21-T29;0.3;;0.2;0.4;;;;;12;<0.5;32;11;<0.1;21;18;37;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T29;0.2;0.4;<1.5;<1.5;<1.5;<1.5;<1.5;3.54;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642651.38543446;8174967.81637616;;Station service;B21;B21-T29;0.85;;0.4;1.3;;;;;16;<0.5;32;12;<0.1;23;25;14;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T29;0.4;1.3;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642648.84055528;8174960.9357769;;Station service;B21;B21-T30;0.5;;0.2;0.8;;;;;25;<0.5;50;59;<0.1;43;120;65;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;32;<20;<20;<20;;;;;28;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T30;0.2;0.8;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642648.84055528;8174960.9357769;;Station service;B21;B21-T30;1.5;;1.2;1.8;;;;;29;<0.5;28;13;<0.1;29;39;14;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T30;1.2;1.8;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642666.8432191;8174933.88465377;;Station service;B21;B21-T31;0.4;;0.3;0.5;;;;;<2.0;<0.5;5;4;<0.1;5;<10;10;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T31;0.3;0.5;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642666.8432191;8174933.88465377;;Station service;B21;B21-T31;0.6;;0.5;0.7;;;;;5;<0.5;12;4;<0.1;6;<10;12;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T31;0.5;0.7;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642637.43572637;8174943.21587743;;Station service;B21;B21-T32;0.7;;0.4;1;;;;;10;<0.5;32;4;<0.1;8;11;11;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T32;0.4;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642637.43572637;8174943.21587743;;Station service;B21;B21-T32;1.75;;1.5;2;;;;;41;<0.5;37;4;<0.1;10;25;5;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T32;1.5;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642650.63139618;8174943.49864178;;Station service;B21;B21-T33;0.65;;0.3;1;;;;;3;<0.5;2;<2.0;<0.1;3;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T33;0.3;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642650.63139618;8174943.49864178;;Station service;B21;B21-T33;1.4;;1;1.8;;;;;6;<0.5;4;<2.0;<0.1;6;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T33;1;1.8;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642639.98060555;8174981.57757468;;Station service;B21;B21-T34;0.6;;0.2;1;;;;;4;<0.5;3;<2.0;<0.1;2;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.3;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T34;0.2;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642639.98060555;8174981.57757468;;Station service;B21;B21-T34;2.5;;2;3;;;;;<2.0;<0.5;22;3;<0.1;6;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.3;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T34;2;3;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642639.98060555;8174981.57757468;;Station service;B21;B21-T34;3.5;;3;4;;;;;45;<0.5;48;14;<0.1;53;26;19;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.3;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T34;3;4;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642645.54163783;8174986.95009739;;Station service;B21;B21-T35;0.525;;0.05;1;;;;;<2.0;<0.5;1;<2.0;<0.1;1;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.3;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T35;0.05;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642645.54163783;8174986.95009739;;Station service;B21;B21-T35;2.5;;2;3;;;;;3;<0.5;3;<2.0;<0.1;3;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.3;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T35;2;3;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642645.54163783;8174986.95009739;;Station service;B21;B21-T35;4.5;;4;5;;;;;11;<0.5;8;3;<0.1;11;13;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.3;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10.0;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;2022 03 Diagnostic pollution - analyse de sols - zone ouest INFOS DIAG;;B21_T35;4;5;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
