x;y;z;Zone;batiment;Paramètres;prof moy;prof;prof h;prof b;lithologie;indices organo;PID;REMSCA N;Arsenic (As);Cadmium (Cd);Chrome (Cr);Cuivre (cu);Mercure (Hg);Nickel (Ni);Plomb (Pb);Zinc (Zn);HYDROCARBURES AROMATIQUES POLYCYCLIQUES (HAP);Naphtalène;Acénaphtylène;Acénaphtène;Fluorène;Phénanthrène;Anthracène;Fluoranthène;Pyrène;Benzo(a)anthracène;Chrysène;Benzo(b)fluoranthène;Benzo(k)fluoranthène;Benzo(a)pyrène;Dibenzo(a.h)anthracène;Benzo(g.h.i)pérylène;Indéno(1.2.3-cd)pyrène;HAP (6 Borneff) - somme;Somme HAP (VROM);HAP (EPA) - somme;COMPOSES AROMATIQUES VOLATILS (CAV - BTEX);Benzène;Toluène;Ethylbenzène;m,p-Xylène;o-Xylène;Naphtalène;Somme Xylènes;BTEX total;COMPOSES ORGANO HALOGENES VOLATILS (COHV);Chlorure de Vinyle;Dichlorométhane;Trichlorométhane;Tétrachlorométhane;Trichloroéthylène;Tétrachloroéthylène;1.1.1-Trichloroéthane;1.1.2-Trichloroéthane;1.1-Dichloroéthane;1.2-Dichloroéthane;1.1-Dichloroéthylène;cis-1.2-Dichloroéthène;Trans-1.2-Dichloroéthylène;Somme cis/trans-1.2-Dichloroéthylènes;Hexachloroéthane;1.1.1.2-Tetrachloroéthane;1.1.2.2-Tetrachloréthane;Chloroéthane;Chlorométhane;Pentachloroethane;Somme COHV;HYDROCARBURES TOTAUX (HCT);Fraction aliphatique C5-C6;Fraction aliphatique C6-C8;Fraction aliphatique C8-C10;Fraction aromatique C6-C8;Fraction aromatique C8-C10;Fraction >C6-C8;Fraction C8-C10;Fraction C5-C10;Hydrocarbures totaux C10-C40;Fraction C10-C12;Fraction C12-C16;Fraction C16-C20;Fraction C20-C24;Fraction C24-C28;Fraction C28-C32;Fraction C32-C36;Hydrocarbures > C21-C35;Fraction C36-C40;ETBE/MTBE;ETBE;MTBE;POLYCHLOROBIPHENYLES (PCB);Somme 6 PCB;Somme 7 PCB (Ballschmiter);PCB (28);PCB (52);PCB (101);PCB (118);PCB (138);PCB (153);PCB (180);Source;reference plan;Nom sondage;profondeur de ;profondeur a ;Somme des C5;Somme des C6;Somme des C7;Somme des C8;Somme des C9;Somme des C10;Cumène;m-. p- Ethyltoluène ;Mésitylène;o-Ethyltoluène;Pseudocumène;Somme des CAV;Aluminum;Acétate d'éthyle;Acétate d'isopropyle;Acétone;Méthyléthylcétone;MIBK;Tétrahydrofurane (THF);1.4-Dioxane;Diéthyléther;Diisopropyléther (DIPE);Diéthoxyméthane;Cyclohexanone;Méthanol;Éthanol;Butanol-1;Butanol-2;Somme des indices aliphatiques et aromatiques;Indice aliphatique >nC10-nC12 ;Indice aliphatique >nC12-nC14 ;Indice aliphatique >nC14-nC16 ;Indice aliphatique >nC16-nC21 ;Indice aliphatique >nC21-nC35 ;Indice aliphatique >nC35-nC40 ;Somme des indices aliphatiques ;Indice aromatique >nC10-nC12 ;Indice aromatique >nC12-nC14 ;Indice aromatique >nC14-nC16 ;Indice aromatique >nC16-nC21 ;Indice aromatique >nC21-nC35 ;Indice aromatique >nC35-nC40 ;Somme des indices aromatiques
1642544.78327329;8175010.70230307;;;B14;B14-M12;0.65;;0.4;0.9;Argile sableux ocre à rouge avec inclusion calcaire ;;;;7;<0.5;26;3;<0.1;8;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.2;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;-;<20;<20;<20;<20;;;;;<20;<20;;;;;;;;;;;;;;53534577;Sondages 53534577 vue d'ensemble;B14_M12;0.4;0.9;-;-;-;-;-;-;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642591.48528766;8175112.97736532;;Nord;B14;B14-T01;0.575;;0.15;1;Sable fin rouge ;;;;2;0.5;1;1;0.1;1;10;5;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;0.01;0.01;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;0,1;<0,1;;;0,1;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;-/-;<0.01;<0.01;<0.01;<0.01;<0.01;<0.01;<0.01;53534577;Sondages 53534577 vue d'ensemble;B14_T01;0.15;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642591.48528766;8175112.97736532;;Nord;B14;B14-T01;1.5;;1;2;Sable fin ocre à rouge ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;1;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;-/-;<0.01;<0.01;<0.01;<0.01;<0.01;<0.01;<0.01;53534577;Sondages 53534577 vue d'ensemble;B14_T01;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642536.11092546;8175092.56285391;;Nord;B14;B14-T02;0.325;;0.15;0.5;Sable fin ocre avec silex;;;;5;<0.5;<1.0;71;<0.1;1;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;-/-;<0.01;<0.01;<0.01;<0.01;<0.01;<0.01;<0.01;53534577;Sondages 53534577 vue d'ensemble;B14_T02;0.15;0.5;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642536.11092546;8175092.56285391;;Nord;B14;B14-T02;0.65;;0.5;0.8;Argile brun ocre avec inclusion calcaire ;;;;5;<0.5;7;3;<0.1;6;14;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;-/-;<0.01;<0.01;<0.01;<0.01;<0.01;<0.01;<0.01;53534577;Sondages 53534577 vue d'ensemble;B14_T02;0.5;0.8;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642626.82791053;8175081.46246333;;Nord;B14;B14-T03;0.575;;0.15;1;Sable fin claire ;;;;7;<0.5;14;4;<0.1;11;10;6;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;-/-;<0.01;<0.01;<0.01;<0.01;<0.01;<0.01;<0.01;53534577;Sondages 53534577 vue d'ensemble;B14_T03;0.15;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642626.82791053;8175081.46246333;;Nord;B14;B14-T03;1.5;;1;2;Sable fin claire ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;3;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;<0.01;<0.01;<0.01;<0.01;<0.01;<0.01;<0.01;53534577;Sondages 53534577 vue d'ensemble;B14_T03;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642557.16339035;8175047.14056603;;Nord;B14;B14-T04;0.575;;0.15;1;Argile à meulière rouge ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;<1.0;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T04;0.15;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642630.40045003;8175054.7960078;;Nord;B14;B14-T05;0.575;;0.15;1;Sable fin ocre à claire ;;;;8;<0.5;11;6;0.2;15;19;23;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T05;0.15;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642630.40045003;8175054.7960078;;Nord;B14;B14-T05;1.5;;1;2;Sable fin ocre à claire ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;1;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T05;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642623.89332452;8175095.62503062;;Nord;B14;B14-T06;0.575;;0.15;1;Sable fin claire ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;<1.0;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T06;0.15;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642623.89332452;8175095.62503062;;Nord;B14;B14-T06;1.5;;1;2;Sable fin claire ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;1;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T06;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<2;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642625.93477566;8175034.50908709;;Nord;B14;B14-T07;0.575;;0.15;1;Sable fin claire ;;;;<2.0;<0.5;1;<2.0;<0.1;3;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T07;0.15;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642625.93477566;8175034.50908709;;Nord;B14;B14-T07;1.5;;1;2;Sable fin claire ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;<1.0;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T07;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642564.30846935;8175124.46052798;;Nord;B14;B14-T08;0.575;;0.15;1;Sable fin ocre ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;1;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T08;0.15;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642564.30846935;8175124.46052798;;Nord;B14;B14-T08;1.5;;1;2; Sable fin rouge ;;;;<2.0;<0.5;1;<2.0;<0.1;2;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T08;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642618.53451527;8175109.78759791;;Nord;B14;B14-T09;0.575;;0.15;1;Sable fin ocre ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;<1.0;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T09;0.15;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642618.53451527;8175109.78759791;;Nord;B14;B14-T09;1.5;;1;2;Sable fin ocre ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;<1.0;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T09;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642638.09550986;8175103.54326572;;Nord;B14;B14-T10;0.575;;0.15;1;Sable fin rouge à ocre ;;;;15;<0.5;5;<2.0;<0.1;7;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T10;0.15;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642638.09550986;8175103.54326572;;Nord;B14;B14-T10;1.5;;1;2;Sable fin claire ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;2;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T10;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642583.1918924;8175104.04601658;;Nord;B14;B14-T11;0.575;;0.15;1;Sable fin ocre ;;;;<2.0;<0.5;1;<2.0;<0.1;1;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T11;0.15;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642583.1918924;8175104.04601658;;Nord;B14;B14-T11;1.5;;1;2;Sable fin ocre ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;<1.0;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T11;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642603.47881311;8175101.49420265;;Nord;B14;B14-T12;0.575;;0.15;1;Sable fin claire ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;1;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T12;0.15;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642530.24175343;8175072.65870529;;Nord;B14;B14-T13;0.575;;0.15;1;Sable fin ocre ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;<1.0;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T13;0.15;1;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642530.24175343;8175072.65870529;;Nord;B14;B14-T13;1.5;;1;2;Sable fin rouge ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;<1.0;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T13;1;2;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642561.50147403;8175069.34134718;;Nord;B14;B14-T14;0.375;;0.15;0.6;Sable fin ocre à rouge ;;;;<2.0;<0.5;<1.0;<2.0;<0.1;<1.0;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;<20;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T14;0.15;0.6;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1642526.66921394;8175050.58551483;;Nord;B14;B14-T15;0.375;;0.15;0.6;Sable fin ocre ;;;;2;<0.5;6;2;<0.1;5;<10;<5.0;;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;<0.05;;;-/-;;<0,1;<0,1;<0,1;<0,1;<0,1;;;0;;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;;<0.1;;<0.1;<0.1;<0.1;;;;;;;;-/-;;;;;;;;;<10;26;<20;<20;<20;;;;;<20;<20;;;;;;na;na;na;na;na;na;na;na;53534577;Sondages 53534577 vue d'ensemble;B14_T15;0.15;0.6;<1.5;<1.5;<1.5;<1.5;<1.5;<1.5;<0.1;<0.1;<0.1;<0.1;<0.1;-/-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
